Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Calories_Burned_kcal,Fat_Category,BMI_Category,Weekly_Workout_Hours,Workout_Cluster
53,Female,63.8,1.6,162,137,61,1.15,Mixed,9.6,4.7,7,3,24.9,441.7,Athletic / Very Fit,Normal,8.049999999999999,1
34,Male,77.4,1.73,183,166,68,0.83,HIIT,26.2,3.2,4,1,25.7,520.1,High,Overweight,3.32,2
53,Male,63.6,1.69,177,139,68,0.94,Cardio,19.2,2.7,3,1,22.2,272.6,Fit,Normal,2.82,0
23,Female,67.9,1.61,196,176,64,1.26,HIIT,21.4,4.0,7,3,26.1,689.6,Average,Overweight,8.82,1
33,Male,74.9,1.7,190,163,80,0.7,Mixed,24.9,4.1,3,0,25.8,316.5,Average,Overweight,2.1,2
46,Male,70.1,1.77,187,149,62,1.16,Strength,23.3,3.8,6,2,22.4,339.6,Average,Normal,6.959999999999999,1
53,Female,51.3,1.69,168,145,75,0.56,Mixed,25.8,4.1,2,0,18.0,173.0,High,Underweight,1.12,0
55,Male,58.4,1.69,168,152,66,1.3,HIIT,20.2,4.1,7,3,20.5,608.1,Average,Normal,9.1,1
54,Male,76.8,1.59,168,140,74,0.64,Strength,25.7,3.0,3,0,30.3,207.1,High,Obesity,1.92,0
27,Female,58.0,1.79,191,159,61,1.1,Mixed,16.0,4.4,7,3,18.0,384.8,Fit,Underweight,7.700000000000001,1
58,Female,93.2,1.78,163,135,72,1.2,Strength,28.2,4.5,7,2,29.3,464.6,High,Overweight,8.4,1
53,Male,48.4,1.64,166,145,81,0.56,Mixed,25.4,4.5,2,0,18.0,163.3,High,Underweight,1.12,0
46,Male,58.1,1.67,169,124,69,0.84,Yoga,13.8,4.0,6,2,20.9,80.5,Athletic / Very Fit,Normal,5.04,1
31,Male,74.6,1.82,193,172,55,1.31,HIIT,10.8,3.9,7,3,22.5,787.1,Athletic / Very Fit,Normal,9.17,1
21,Male,76.4,1.57,190,136,70,0.72,Yoga,22.3,3.8,3,0,31.1,90.8,Average,Obesity,2.16,2
59,Male,73.0,1.74,161,145,56,1.18,HIIT,13.7,4.0,5,3,24.1,693.6,Athletic / Very Fit,Normal,5.9,1
53,Female,61.0,1.62,166,121,67,0.68,Yoga,23.0,3.4,3,1,23.1,67.9,Average,Normal,2.04,0
30,Male,69.9,1.86,185,158,76,0.28,Mixed,18.9,3.5,3,0,20.3,117.8,Fit,Normal,0.8400000000000001,2
35,Female,74.2,1.69,188,160,75,0.46,Mixed,31.7,3.7,3,0,26.1,205.4,Very High,Overweight,1.38,2
50,Female,71.6,1.81,165,149,59,1.21,HIIT,9.1,4.2,5,3,21.9,698.8,Athletic / Very Fit,Normal,6.05,1
38,Female,59.4,1.6,180,162,59,1.01,HIIT,13.0,3.7,7,3,23.1,485.2,Athletic / Very Fit,Normal,7.07,1
33,Female,54.6,1.56,191,157,56,1.7,Mixed,10.4,5.1,6,3,22.6,555.5,Athletic / Very Fit,Normal,10.2,1
32,Male,73.8,1.66,178,129,68,0.75,Yoga,27.5,4.0,5,1,26.9,92.1,High,Overweight,3.75,0
22,Male,78.7,1.71,203,171,72,0.93,Mixed,16.5,4.6,6,3,27.0,442.5,Fit,Overweight,5.58,1
23,Male,54.2,1.63,197,160,73,0.89,Strength,19.9,3.5,3,1,20.4,203.1,Fit,Normal,2.67,2
55,Female,66.3,1.76,163,150,75,0.87,HIIT,28.0,3.8,2,0,21.5,467.0,High,Normal,1.74,0
20,Female,58.1,1.66,193,155,67,0.84,Strength,24.1,3.8,3,0,21.1,204.5,Average,Normal,2.52,2
29,Male,53.6,1.47,191,171,55,1.33,HIIT,12.7,4.3,7,3,24.7,577.6,Athletic / Very Fit,Normal,9.31,1
53,Female,83.2,1.74,167,133,70,1.01,Cardio,17.6,3.4,5,1,27.6,382.0,Fit,Overweight,5.05,0
50,Male,62.8,1.59,173,150,82,0.41,Mixed,29.5,3.4,3,0,24.8,153.9,High,Normal,1.23,0
53,Female,48.6,1.64,165,151,71,1.34,HIIT,26.1,3.7,3,1,18.0,526.5,High,Underweight,4.0200000000000005,0
50,Female,91.1,1.84,165,137,71,0.81,Strength,26.0,3.6,4,1,27.0,310.9,High,Overweight,3.24,0
48,Female,64.2,1.86,174,160,81,0.6,HIIT,31.6,2.7,3,0,18.6,310.9,Very High,Normal,1.7999999999999998,0
38,Female,55.6,1.62,179,152,70,0.64,Mixed,14.6,3.6,3,0,21.1,214.2,Athletic / Very Fit,Normal,1.92,2
44,Female,74.9,1.74,179,135,82,0.56,Yoga,28.3,4.2,2,0,24.8,68.8,High,Normal,1.12,0
44,Female,62.5,1.62,171,127,73,0.82,Yoga,27.1,3.9,3,0,23.7,84.7,High,Normal,2.46,0
25,Female,75.0,1.65,199,167,71,1.01,Mixed,14.9,4.8,6,2,27.5,454.5,Athletic / Very Fit,Overweight,6.0600000000000005,1
54,Male,56.5,1.62,173,160,83,0.44,HIIT,27.2,3.4,2,0,21.6,202.1,High,Normal,0.88,0
49,Male,45.8,1.51,170,139,65,0.34,Strength,25.6,2.7,3,1,20.1,65.8,High,Normal,1.02,0
43,Female,64.9,1.69,184,166,65,0.74,HIIT,16.4,3.4,6,2,22.8,387.2,Fit,Normal,4.44,1
19,Female,81.5,1.71,205,146,74,0.86,Yoga,16.5,4.1,5,1,27.9,115.6,Fit,Overweight,4.3,2
29,Male,69.0,1.61,193,157,74,0.61,Strength,25.6,3.0,2,0,26.5,176.1,High,Overweight,1.22,2
39,Female,77.9,1.79,181,147,69,0.8,Strength,24.1,4.0,5,1,24.3,260.4,Average,Normal,4.0,0
34,Male,78.5,1.64,183,149,68,0.84,Strength,18.3,3.6,5,1,29.3,278.7,Fit,Overweight,4.2,1
24,Male,74.7,1.62,202,168,66,0.61,Mixed,27.7,4.5,2,0,28.6,273.4,High,Overweight,1.22,2
21,Male,81.5,1.73,204,159,75,1.15,Cardio,24.2,3.0,5,1,27.2,427.2,Average,Overweight,5.75,2
54,Male,44.9,1.53,161,118,65,0.6,Yoga,18.0,3.9,5,1,19.3,44.6,Fit,Normal,3.0,0
55,Male,85.1,1.77,166,135,64,0.71,Strength,21.8,2.4,3,0,27.1,252.3,Average,Overweight,2.13,0
49,Female,62.4,1.64,167,138,70,1.57,Strength,21.8,4.3,5,2,23.2,412.1,Average,Normal,7.85,1
28,Female,71.0,1.78,194,165,77,0.67,Mixed,24.9,4.1,3,0,22.4,286.2,Average,Normal,2.01,2
18,Male,69.6,1.81,205,170,63,0.83,Mixed,23.7,4.1,4,1,21.3,348.2,Average,Normal,3.32,2
42,Female,70.9,1.74,170,155,70,1.36,HIIT,19.4,4.5,7,2,23.3,778.6,Fit,Normal,9.52,1
59,Male,54.9,1.6,161,128,68,1.22,Cardio,16.7,3.8,5,2,21.5,302.5,Fit,Normal,6.1,1
41,Female,59.7,1.55,181,148,70,0.82,Strength,16.4,3.5,5,1,24.7,206.4,Fit,Normal,4.1,1
34,Female,55.0,1.54,186,143,63,0.75,Cardio,27.0,3.3,7,2,23.3,187.8,High,Normal,5.25,1
25,Female,79.8,1.79,204,169,64,0.95,Mixed,21.3,3.6,5,2,24.9,454.9,Average,Normal,4.75,2
44,Female,72.8,1.67,168,154,71,0.97,HIIT,22.3,3.5,3,1,26.2,574.0,Average,Overweight,2.91,0
35,Female,59.9,1.62,192,144,56,1.28,Cardio,20.0,3.3,5,3,22.8,347.3,Average,Normal,6.4,1
44,Female,58.5,1.67,172,144,81,0.57,Strength,24.4,3.6,2,0,21.1,138.5,Average,Normal,1.14,0
39,Female,57.5,1.79,170,156,73,1.0,HIIT,25.6,3.3,4,1,18.0,467.4,High,Underweight,4.0,0
33,Female,83.7,1.76,189,151,64,1.01,Strength,22.2,3.5,4,2,27.1,353.0,Average,Overweight,4.04,2
19,Male,72.3,1.72,200,161,69,1.0,Strength,10.4,3.7,7,3,24.3,304.7,Athletic / Very Fit,Normal,7.0,1
22,Male,70.8,1.74,198,155,73,0.4,Cardio,21.1,3.1,3,0,23.3,130.0,Average,Normal,1.2000000000000002,2
35,Female,82.7,1.7,188,138,78,0.86,Yoga,18.4,4.1,5,1,28.7,116.4,Fit,Overweight,4.3,2
20,Female,55.1,1.71,203,146,76,0.82,Yoga,24.7,4.2,3,0,18.8,74.7,Average,Normal,2.46,2
44,Female,70.2,1.7,173,143,74,0.59,Strength,31.5,3.1,5,1,24.2,173.2,Very High,Normal,2.95,0
34,Male,56.9,1.68,190,149,73,0.61,Cardio,16.2,2.3,3,0,20.1,157.8,Fit,Normal,1.83,2
33,Female,82.0,1.76,177,141,56,1.0,Strength,23.5,3.2,5,2,26.6,345.6,Average,Overweight,5.0,1
23,Female,53.0,1.72,197,179,77,0.9,HIIT,27.1,3.2,3,0,18.0,385.2,High,Underweight,2.7,2
24,Male,69.0,1.59,202,169,69,0.41,Mixed,31.4,4.0,3,0,27.2,170.2,Very High,Overweight,1.23,2
31,Male,81.2,1.73,190,160,67,0.79,Mixed,23.4,4.2,5,1,27.1,388.0,Average,Overweight,3.95,2
55,Male,59.0,1.7,165,123,70,0.67,Yoga,19.8,3.8,3,1,20.3,66.2,Fit,Normal,2.01,0
57,Female,73.6,1.74,161,139,72,0.48,Mixed,36.6,3.8,2,0,24.3,212.8,Very High,Normal,0.96,0
32,Male,56.8,1.67,190,138,75,0.59,Yoga,23.9,3.6,2,0,20.4,55.1,Average,Normal,1.18,2
50,Female,79.7,1.76,169,120,61,1.54,Yoga,15.3,4.8,7,3,25.7,201.2,Fit,Overweight,10.78,1
44,Male,76.4,1.67,179,162,63,0.93,HIIT,23.1,3.5,4,1,27.3,576.1,Average,Overweight,3.72,0
46,Female,61.4,1.75,171,157,76,0.26,HIIT,29.5,2.9,3,0,20.0,129.3,High,Normal,0.78,0
54,Female,50.3,1.63,174,128,72,0.55,Yoga,32.0,3.7,3,0,18.8,45.6,Very High,Normal,1.65,0
22,Female,76.5,1.64,201,168,70,0.55,Mixed,24.8,4.3,3,0,28.4,251.8,Average,Overweight,1.65,2
46,Male,96.2,1.74,183,152,60,1.1,Mixed,18.9,4.8,5,1,31.8,633.2,Fit,Obesity,5.5,1
49,Female,70.5,1.65,169,118,55,1.12,Yoga,12.7,4.5,7,3,26.0,130.9,Athletic / Very Fit,Overweight,7.840000000000001,1
23,Female,94.8,1.9,203,162,65,0.9,Strength,16.2,3.5,7,2,26.3,359.8,Fit,Overweight,6.3,1
19,Female,68.4,1.74,195,157,70,0.64,Strength,23.3,3.1,4,1,22.7,182.8,Average,Normal,2.56,2
23,Male,70.0,1.68,201,181,68,1.22,HIIT,18.9,3.2,6,2,24.7,689.3,Fit,Normal,7.32,1
21,Female,78.9,1.76,198,180,74,0.9,HIIT,26.7,3.6,4,2,25.4,576.7,High,Overweight,3.6,2
46,Female,62.0,1.63,175,150,77,1.04,Mixed,29.7,4.5,3,1,23.3,384.2,High,Normal,3.12,0
42,Female,92.3,1.77,182,155,75,1.01,Mixed,26.0,4.5,3,1,29.4,557.6,High,Overweight,3.03,2
26,Female,77.4,1.77,198,169,81,0.49,Mixed,22.6,3.2,3,0,24.7,228.2,Average,Normal,1.47,2
20,Male,82.2,1.81,204,146,76,0.4,Yoga,24.0,3.2,2,0,25.2,53.9,Average,Overweight,0.8,2
43,Female,62.5,1.64,179,163,76,0.42,HIIT,29.2,3.0,3,0,23.4,210.6,High,Normal,1.26,2
44,Male,57.7,1.56,179,163,73,1.08,HIIT,23.4,3.8,4,2,23.8,502.6,Average,Normal,4.32,2
53,Male,75.7,1.62,166,137,71,0.99,Strength,21.5,3.5,5,1,28.9,312.4,Average,Overweight,4.95,0
49,Female,67.1,1.65,168,136,76,0.75,Cardio,31.9,3.3,3,0,24.6,229.7,Very High,Normal,2.25,0
18,Male,84.2,1.85,203,185,81,0.58,HIIT,26.1,2.9,3,0,24.7,395.5,High,Normal,1.7399999999999998,2
33,Male,89.2,1.9,176,160,69,0.47,HIIT,21.9,2.6,4,1,24.7,338.7,Average,Normal,1.88,2
28,Male,66.3,1.71,194,149,64,0.85,Cardio,20.9,2.7,6,2,22.5,257.9,Average,Normal,5.1,1
43,Female,51.9,1.68,181,138,58,1.05,Cardio,24.2,3.4,4,2,18.4,248.1,Average,Underweight,4.2,1
57,Male,82.0,1.65,166,130,63,0.73,Cardio,16.2,2.6,6,2,30.3,272.6,Fit,Obesity,4.38,0
18,Male,87.8,1.76,199,179,63,0.94,HIIT,10.8,3.6,4,2,28.3,668.8,Athletic / Very Fit,Overweight,3.76,2
43,Female,104.6,1.9,167,142,69,0.93,Mixed,22.7,4.6,4,1,29.0,579.7,Average,Overweight,3.72,0
45,Female,68.1,1.86,178,161,64,1.18,HIIT,14.8,4.1,7,3,19.7,649.6,Athletic / Very Fit,Normal,8.26,1
26,Male,95.8,1.79,190,134,65,0.79,Yoga,18.3,4.0,3,1,29.8,125.3,Fit,Overweight,2.37,2
39,Male,102.4,1.79,175,147,82,0.83,Strength,21.7,3.3,2,0,31.9,356.4,Average,Obesity,1.66,0
25,Male,87.6,1.76,200,137,60,0.52,Yoga,20.8,3.4,3,1,28.2,75.2,Average,Overweight,1.56,2
59,Female,85.9,1.68,154,128,78,0.64,Cardio,24.6,2.7,3,0,30.6,253.2,Average,Obesity,1.92,0
44,Male,70.2,1.61,175,160,74,0.91,HIIT,20.0,3.3,3,1,27.2,516.7,Average,Overweight,2.73,0
56,Female,58.0,1.68,173,157,68,0.78,HIIT,23.8,3.2,5,2,20.6,364.3,Average,Normal,3.9,0
36,Male,77.2,1.72,181,148,70,1.18,Strength,16.4,4.5,5,2,26.0,384.1,Fit,Overweight,5.9,1
42,Male,46.9,1.53,173,143,74,0.53,Strength,28.9,3.5,3,0,19.9,103.9,High,Normal,1.59,0
55,Female,59.9,1.66,168,142,81,0.68,Strength,32.2,3.5,3,0,21.6,171.4,Very High,Normal,2.04,0
38,Male,64.5,1.6,184,149,67,0.88,Strength,23.1,3.8,5,1,25.3,238.7,Average,Overweight,4.4,1
41,Female,78.5,1.78,171,126,72,0.8,Yoga,27.9,3.8,2,0,24.7,102.8,High,Normal,1.6,0
41,Male,68.3,1.63,179,132,75,0.93,Yoga,22.5,4.2,7,2,25.9,104.4,Average,Overweight,6.510000000000001,1
36,Female,52.8,1.71,190,156,76,0.85,Strength,28.3,3.9,3,0,18.0,189.0,High,Underweight,2.55,2
19,Female,60.6,1.61,205,163,65,0.95,Strength,12.0,3.4,7,3,23.4,241.8,Athletic / Very Fit,Normal,6.65,1
31,Male,88.7,1.84,188,136,72,1.0,Yoga,28.4,4.1,4,1,26.2,146.8,High,Overweight,4.0,2
49,Female,61.5,1.51,173,159,79,0.5,HIIT,23.6,2.4,3,0,27.0,248.6,Average,Overweight,1.5,0
59,Male,81.3,1.73,164,147,55,1.12,HIIT,15.5,4.1,4,2,27.3,730.1,Fit,Overweight,4.48,1
49,Female,60.3,1.55,176,150,72,0.76,Mixed,23.6,4.3,5,1,25.0,275.0,Average,Overweight,3.8,0
45,Female,59.7,1.63,175,160,75,0.7,HIIT,21.2,3.1,2,0,22.5,337.5,Average,Normal,1.4,0
56,Female,75.2,1.7,170,155,70,1.19,HIIT,20.1,3.8,6,2,26.0,722.6,Average,Overweight,7.14,1
57,Male,66.3,1.71,159,136,66,0.87,Mixed,16.7,4.3,3,1,22.8,347.3,Fit,Normal,2.61,0
59,Female,80.1,1.7,165,144,81,0.5,Mixed,25.1,3.9,2,0,27.6,240.3,High,Overweight,1.0,0
57,Female,73.9,1.7,158,113,59,1.1,Yoga,20.0,3.7,4,2,25.7,133.0,Average,Overweight,4.4,0
30,Female,62.0,1.62,181,149,73,0.67,Strength,31.7,3.8,3,0,23.8,175.4,Very High,Normal,2.01,2
29,Male,57.9,1.66,194,131,55,1.16,Yoga,10.8,4.8,7,3,20.9,110.2,Athletic / Very Fit,Normal,8.12,1
25,Male,80.7,1.68,205,163,65,0.35,Strength,22.3,2.6,4,1,28.5,118.6,Average,Overweight,1.4,2
32,Female,75.8,1.7,190,171,65,1.06,HIIT,23.4,3.4,5,2,26.2,647.3,Average,Overweight,5.300000000000001,2
43,Female,90.8,1.67,176,146,77,0.65,Strength,25.1,3.7,4,1,32.4,246.8,High,Obesity,2.6,0
29,Male,80.2,1.75,197,167,75,0.67,Mixed,18.9,3.6,2,0,26.1,324.2,Fit,Overweight,1.34,2
44,Female,75.5,1.69,174,145,59,1.3,Mixed,14.5,5.5,5,2,26.4,587.2,Athletic / Very Fit,Overweight,6.5,1
35,Female,52.4,1.7,176,143,64,0.95,Strength,29.3,4.3,2,0,18.1,210.7,High,Underweight,1.9,0
53,Female,68.0,1.64,172,141,68,0.98,Strength,20.6,4.3,4,2,25.2,280.7,Average,Overweight,3.92,0
44,Female,56.4,1.57,184,150,72,0.84,Strength,29.3,4.0,3,0,22.7,198.0,High,Normal,2.52,0
26,Female,78.5,1.7,195,176,72,0.7,HIIT,32.8,3.2,2,0,27.3,441.4,Very High,Overweight,1.4,2
56,Female,82.2,1.8,166,152,75,1.0,HIIT,25.2,3.0,4,1,25.3,660.8,High,Overweight,4.0,0
18,Male,83.1,1.72,199,179,64,0.8,HIIT,15.9,3.8,7,2,27.9,538.0,Fit,Overweight,5.6000000000000005,1
24,Female,83.1,1.6,195,176,69,0.89,HIIT,26.0,3.2,5,1,32.5,596.7,High,Obesity,4.45,2
43,Female,64.6,1.76,178,142,76,0.52,Cardio,29.0,2.4,3,0,20.8,152.2,High,Normal,1.56,0
24,Male,75.3,1.65,196,153,72,1.16,Cardio,20.3,3.2,6,2,27.8,399.4,Average,Overweight,6.959999999999999,1
24,Male,82.0,1.75,196,140,71,1.03,Yoga,22.6,3.4,3,1,26.7,139.9,Average,Overweight,3.09,2
25,Male,86.2,1.64,179,143,59,0.59,Strength,18.9,3.7,4,1,31.9,213.6,Fit,Obesity,2.36,2
33,Male,78.9,1.72,188,170,66,0.62,HIIT,23.5,3.1,4,1,26.8,396.2,Average,Overweight,2.48,2
20,Female,70.0,1.63,193,175,69,0.77,HIIT,23.4,3.1,3,1,26.4,437.7,Average,Overweight,2.31,2
27,Male,72.9,1.63,195,165,74,1.0,Mixed,16.3,4.5,4,1,27.4,438.6,Fit,Overweight,4.0,2
24,Female,64.2,1.52,201,155,69,0.53,Cardio,25.3,2.9,2,0,27.7,155.2,High,Overweight,1.06,2
38,Male,89.4,1.73,185,167,66,1.02,HIIT,13.9,3.6,6,2,29.8,735.3,Athletic / Very Fit,Overweight,6.12,1
54,Male,61.1,1.72,160,132,65,0.76,Strength,12.3,3.5,5,2,20.7,196.5,Athletic / Very Fit,Normal,3.8,0
48,Male,66.6,1.72,168,143,70,1.04,Mixed,19.4,4.4,7,2,22.4,412.8,Fit,Normal,7.28,1
40,Female,90.2,1.71,180,130,70,0.28,Yoga,22.3,2.8,3,0,30.9,41.3,Average,Obesity,0.8400000000000001,0
44,Male,46.3,1.6,180,129,66,1.03,Yoga,22.3,3.3,5,2,18.0,79.1,Average,Underweight,5.15,1
39,Male,74.7,1.78,186,150,83,0.87,Cardio,25.6,2.5,3,0,23.7,295.9,High,Normal,2.61,2
56,Male,77.9,1.78,166,137,69,1.33,Strength,16.4,4.1,4,2,24.6,435.8,Fit,Normal,5.32,1
44,Female,59.7,1.6,171,143,78,0.39,Strength,23.5,2.5,3,0,23.3,97.6,Average,Normal,1.17,0
21,Female,91.1,1.73,205,146,73,0.51,Yoga,27.1,3.9,3,0,30.3,77.1,High,Obesity,1.53,2
41,Male,80.9,1.77,179,161,61,1.14,HIIT,11.9,4.6,5,3,25.9,742.5,Athletic / Very Fit,Overweight,5.699999999999999,1
40,Female,59.9,1.63,178,162,74,0.63,HIIT,24.7,3.0,2,0,22.5,303.3,Average,Normal,1.26,2
36,Male,58.5,1.65,182,153,69,1.11,Mixed,18.3,4.2,4,2,21.5,386.2,Fit,Normal,4.44,1
59,Female,75.5,1.73,153,134,78,0.94,Mixed,30.2,4.5,2,0,25.1,423.9,Very High,Overweight,1.88,0
20,Male,67.0,1.53,205,162,62,1.15,Strength,18.2,4.1,5,2,28.7,323.3,Fit,Overweight,5.75,1
44,Female,60.6,1.57,175,143,84,0.63,Cardio,33.8,2.9,2,0,24.6,173.3,Very High,Normal,1.26,0
20,Male,58.6,1.58,197,178,76,1.11,HIIT,18.0,3.6,5,1,23.5,520.9,Fit,Normal,5.550000000000001,2
45,Female,47.8,1.5,178,162,71,0.43,HIIT,25.1,2.4,2,0,21.2,166.1,High,Normal,0.86,0
34,Female,81.6,1.79,190,144,58,1.13,Cardio,14.2,3.0,7,3,25.5,420.5,Athletic / Very Fit,Overweight,7.909999999999999,1
48,Male,55.4,1.48,163,149,69,1.19,HIIT,23.5,3.5,4,1,25.3,533.0,Average,Overweight,4.76,0
27,Male,62.0,1.71,201,183,79,0.31,HIIT,26.4,3.0,2,0,21.1,155.7,High,Normal,0.62,2
39,Female,87.2,1.76,192,148,66,0.84,Cardio,17.7,2.7,4,1,28.1,333.7,Fit,Overweight,3.36,2
47,Male,84.0,1.65,174,136,67,0.82,Cardio,22.0,3.2,5,1,30.8,310.9,Average,Obesity,4.1,0
38,Male,63.0,1.61,183,153,64,1.32,Mixed,8.0,4.7,7,3,24.2,497.6,Athletic / Very Fit,Normal,9.24,1
53,Male,73.1,1.7,179,152,73,0.47,Mixed,23.9,3.7,4,1,25.2,204.8,Average,Overweight,1.88,0
40,Male,55.3,1.68,175,135,60,0.45,Cardio,24.7,2.4,4,1,19.6,113.6,Average,Normal,1.8,0
55,Female,85.4,1.78,162,131,73,0.89,Cardio,19.9,2.9,3,1,26.9,346.7,Fit,Overweight,2.67,0
29,Male,54.4,1.45,194,152,55,1.28,Strength,10.4,3.8,5,3,25.9,291.6,Athletic / Very Fit,Overweight,6.4,1
42,Female,57.2,1.59,184,131,67,0.6,Yoga,20.4,3.4,3,1,22.7,56.3,Average,Normal,1.7999999999999998,0
37,Female,63.4,1.74,183,129,63,1.28,Yoga,25.2,4.9,7,2,21.0,133.9,High,Normal,8.96,1
59,Male,89.1,1.69,157,124,63,1.39,Cardio,14.0,3.4,7,2,31.4,562.6,Athletic / Very Fit,Obesity,9.73,1
24,Male,78.7,1.76,202,166,57,1.05,Mixed,16.2,5.1,6,3,25.5,496.9,Fit,Overweight,6.300000000000001,1
46,Female,59.2,1.71,174,157,60,1.2,HIIT,21.9,3.6,7,2,20.3,574.2,Average,Normal,8.4,1
46,Male,76.2,1.67,174,141,63,1.28,Strength,15.0,4.1,5,3,27.4,411.2,Fit,Overweight,6.4,1
30,Male,67.8,1.65,195,163,67,0.59,Mixed,23.2,3.8,2,0,24.9,240.0,Average,Normal,1.18,2
20,Female,87.5,1.9,205,165,72,0.62,Strength,21.4,3.4,3,0,24.2,227.6,Average,Normal,1.86,2
19,Female,93.8,1.83,202,171,79,0.29,Mixed,20.6,3.9,3,0,27.9,162.8,Average,Overweight,0.8699999999999999,2
33,Female,53.8,1.73,189,170,62,1.38,HIIT,14.7,3.5,7,3,18.0,599.8,Athletic / Very Fit,Underweight,9.66,1
47,Male,51.3,1.69,178,136,58,0.95,Cardio,11.7,2.6,7,2,18.0,221.7,Athletic / Very Fit,Underweight,6.65,1
55,Male,88.7,1.73,164,115,55,1.46,Yoga,12.9,4.4,6,2,29.5,213.9,Athletic / Very Fit,Overweight,8.76,1
23,Female,73.0,1.76,194,151,70,0.25,Cardio,25.5,1.7,2,0,23.5,83.4,High,Normal,0.5,2
24,Female,66.1,1.72,194,162,64,0.7,Mixed,27.0,3.9,2,0,22.3,279.0,High,Normal,1.4,2
22,Male,48.0,1.6,193,161,65,0.77,Mixed,12.5,3.1,4,2,18.6,221.8,Athletic / Very Fit,Normal,3.08,2
24,Male,85.6,1.86,191,155,73,0.55,Strength,26.5,3.0,3,0,24.8,196.3,High,Normal,1.65,2
51,Male,73.4,1.7,180,163,68,0.57,HIIT,19.2,3.2,3,1,25.3,337.1,Fit,Overweight,1.71,0
49,Female,105.4,1.88,167,124,73,0.67,Yoga,27.7,3.2,4,1,29.8,114.9,High,Overweight,2.68,0
30,Male,73.6,1.7,191,158,79,0.53,Strength,26.2,3.1,2,0,25.5,165.1,High,Overweight,1.06,2
47,Male,62.5,1.66,173,156,61,1.28,HIIT,15.7,3.5,7,3,22.8,644.6,Fit,Normal,8.96,1
42,Female,84.7,1.82,183,167,74,0.69,HIIT,20.0,2.9,3,0,25.6,473.7,Average,Overweight,2.07,2
38,Male,83.2,1.71,183,138,56,1.04,Cardio,17.2,2.9,7,3,28.4,391.1,Fit,Overweight,7.28,1
38,Female,79.0,1.69,189,147,68,0.79,Cardio,27.6,3.1,3,1,27.6,285.2,High,Overweight,2.37,2
45,Male,64.5,1.56,174,160,76,0.87,HIIT,32.1,4.1,3,0,26.5,456.9,Very High,Overweight,2.61,0
37,Female,76.5,1.75,184,133,70,1.04,Yoga,18.6,3.5,6,2,25.1,131.9,Fit,Overweight,6.24,1
51,Female,57.6,1.63,173,121,58,1.23,Yoga,19.3,4.3,7,2,21.7,116.4,Fit,Normal,8.61,1
22,Female,53.1,1.64,199,164,59,1.21,Mixed,19.1,5.2,6,2,19.9,385.5,Fit,Normal,7.26,1
35,Male,51.2,1.63,188,158,70,0.77,Mixed,20.5,4.3,3,1,19.2,235.2,Average,Normal,2.31,2
56,Male,76.0,1.72,165,132,55,0.81,Strength,23.4,3.4,4,2,25.6,258.6,Average,Overweight,3.24,0
28,Male,60.6,1.53,185,166,61,1.41,HIIT,10.8,3.3,7,3,26.0,687.4,Athletic / Very Fit,Overweight,9.87,1
34,Male,78.1,1.66,190,141,80,0.6,Yoga,20.6,4.2,3,0,28.4,78.0,Average,Overweight,1.7999999999999998,2
39,Female,83.0,1.78,187,161,85,0.53,Mixed,24.3,4.1,2,0,26.2,262.2,Average,Overweight,1.06,2
54,Male,68.2,1.56,165,143,75,0.58,Mixed,30.4,4.0,2,0,28.2,239.1,Very High,Overweight,1.16,0
37,Male,67.6,1.7,182,153,64,0.96,Mixed,19.5,4.2,7,3,23.5,391.6,Fit,Normal,6.72,1
23,Female,70.8,1.62,198,166,70,1.27,Mixed,26.7,4.3,5,1,27.1,539.5,High,Overweight,6.35,1
51,Female,53.8,1.64,179,136,83,0.53,Yoga,25.7,4.0,2,0,20.0,47.2,High,Normal,1.06,0
31,Female,80.9,1.85,188,170,73,0.61,HIIT,36.2,2.7,3,0,23.8,395.4,Very High,Normal,1.83,2
40,Female,41.3,1.51,183,150,72,0.56,Strength,20.9,3.6,5,1,18.0,97.5,Average,Underweight,2.8000000000000003,0
37,Male,74.4,1.76,182,148,68,0.74,Strength,15.4,3.2,4,2,24.1,231.8,Fit,Normal,2.96,2
30,Female,77.0,1.63,193,161,67,1.11,Mixed,18.0,4.7,5,2,28.9,510.1,Fit,Overweight,5.550000000000001,1
58,Male,64.3,1.63,156,126,56,1.03,Strength,13.4,4.1,7,3,24.3,278.2,Athletic / Very Fit,Normal,7.21,1
49,Male,66.2,1.57,180,150,58,1.17,Mixed,23.9,5.1,5,2,26.9,467.3,Average,Overweight,5.85,1
43,Female,77.3,1.76,179,134,80,0.87,Yoga,33.5,3.9,2,0,25.1,110.0,Very High,Overweight,1.74,0
31,Female,59.9,1.66,188,169,66,0.93,HIIT,17.5,3.4,6,2,21.7,446.8,Fit,Normal,5.58,1
53,Female,63.2,1.65,166,132,70,0.86,Cardio,22.6,2.7,5,1,23.3,245.7,Average,Normal,4.3,0
25,Female,82.1,1.69,196,139,69,1.02,Yoga,23.7,4.7,7,2,28.7,138.5,Average,Overweight,7.140000000000001,1
