Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned_kcal,Fat_Category,BMI_Category,Weekly_Workout_Hours
52,Female,49.6,1.6,163,123,74,0.73,Yoga,14.7,4.0,5,1,19.3,3.0,0.5505617978,1.651685393,59.8,Athletic / Very Fit,Normal,3.65
45,Female,71.4,1.84,175,149,70,1.3,Mixed,9.0,4.5,5,3,21.1,8.0,0.7523809524,6.019047619,558.7,Athletic / Very Fit,Normal,6.5
23,Male,70.7,1.65,202,163,70,0.7,Strength,14.7,3.2,4,1,26.1,6.0,0.7045454545,4.227272727,209.2,Athletic / Very Fit,Overweight,2.8
23,Female,65.5,1.67,201,163,73,0.92,Strength,20.6,3.5,6,2,23.5,6.0,0.703125,4.21875,254.2,Average,Normal,5.5200000000000005
40,Male,60.8,1.55,177,161,71,0.56,HIIT,19.2,2.9,5,1,25.4,9.5,0.8490566038,8.066037736,274.6,Fit,Overweight,2.8000000000000003
50,Female,77.0,1.66,169,138,67,1.18,Strength,31.2,4.0,5,1,27.9,6.0,0.6960784314,4.176470588,379.5,Very High,Overweight,5.8999999999999995
33,Female,82.0,1.73,195,176,64,0.97,HIIT,10.3,3.2,6,2,27.3,9.5,0.8549618321,8.122137405,646.0,Athletic / Very Fit,Overweight,5.82
41,Female,60.6,1.76,185,157,72,0.46,Mixed,31.3,4.1,2,0,19.6,8.0,0.7522123894,6.017699115,167.7,Very High,Normal,0.92
22,Male,81.1,1.84,202,162,68,0.71,Strength,17.5,3.5,4,1,24.0,6.0,0.7014925373,4.208955224,242.4,Fit,Normal,2.84
58,Female,60.9,1.73,164,132,72,0.76,Cardio,30.2,2.9,3,0,20.3,7.0,0.652173913,4.565217391,211.3,Very High,Normal,2.2800000000000002
59,Female,60.9,1.71,162,148,73,1.03,HIIT,31.9,4.1,3,0,20.9,9.5,0.8426966292,8.005617978,502.2,Very High,Normal,3.09
30,Male,48.1,1.64,200,162,74,0.65,Strength,18.6,3.7,4,1,18.0,6.0,0.6984126984,4.19047619,131.0,Fit,Underweight,2.6
29,Female,63.9,1.61,197,138,66,0.6,Yoga,25.6,3.7,2,0,24.5,3.0,0.5496183206,1.648854962,63.2,High,Normal,1.2
22,Female,56.8,1.78,199,156,76,0.31,Cardio,27.9,2.1,2,0,18.0,7.0,0.6504065041,4.552845528,80.2,High,Underweight,0.62
54,Female,80.6,1.78,170,131,61,1.26,Cardio,22.7,3.4,7,3,25.6,7.0,0.6422018349,4.495412844,456.5,Average,Overweight,8.82
48,Female,72.8,1.57,171,157,77,0.44,HIIT,28.1,2.3,4,1,29.4,9.5,0.8510638298,8.085106383,259.0,High,Overweight,1.76
45,Female,80.2,1.75,167,137,68,0.6,Strength,23.7,3.3,5,1,26.1,6.0,0.696969697,4.181818182,201.2,Average,Overweight,3.0
45,Male,73.7,1.75,170,127,76,0.41,Yoga,18.9,3.6,3,1,24.2,3.0,0.5425531915,1.627659574,49.2,Fit,Normal,1.23
47,Male,74.2,1.57,171,141,71,0.79,Strength,26.5,3.6,2,0,30.1,6.0,0.7,4.2,246.2,High,Obesity,1.58
35,Male,76.1,1.73,182,146,63,1.22,Strength,14.1,4.0,5,2,25.3,6.0,0.6974789916,4.18487395,388.5,Athletic / Very Fit,Overweight,6.1
44,Female,51.0,1.58,172,142,72,0.81,Strength,23.9,3.4,4,1,20.5,6.0,0.7,4.2,173.5,Average,Normal,3.24
52,Female,51.5,1.45,165,151,73,0.86,HIIT,24.0,3.3,5,1,24.5,9.5,0.847826087,8.054347826,356.7,Average,Normal,4.3
43,Female,88.2,1.66,184,167,74,0.64,HIIT,32.5,3.5,3,0,31.8,9.5,0.8454545455,8.031818182,453.4,Very High,Obesity,1.92
56,Female,57.1,1.71,173,159,76,0.51,HIIT,29.4,3.0,2,0,19.6,9.5,0.8556701031,8.128865979,236.7,High,Normal,1.02
35,Female,51.4,1.67,192,152,59,1.48,Strength,13.0,4.3,5,3,18.5,6.0,0.6992481203,4.195488722,319.2,Athletic / Very Fit,Normal,7.4
50,Male,95.5,1.9,159,135,79,0.94,Strength,17.9,3.9,3,0,26.5,6.0,0.7,4.2,377.0,Fit,Overweight,2.82
42,Male,68.2,1.72,183,134,74,0.82,Yoga,19.9,3.7,3,0,23.1,3.0,0.5504587156,1.651376147,92.4,Fit,Normal,2.46
48,Male,62.8,1.69,176,140,74,0.93,Cardio,25.9,3.3,3,0,21.9,7.0,0.6470588235,4.529411765,264.5,High,Normal,2.79
54,Female,56.3,1.72,166,131,65,1.45,Cardio,19.3,3.1,7,3,19.0,7.0,0.6534653465,4.574257426,373.4,Fit,Normal,10.15
19,Male,48.2,1.64,199,159,66,1.29,Strength,18.8,4.4,6,2,18.0,6.0,0.6992481203,4.195488722,260.9,Fit,Underweight,7.74
50,Male,57.1,1.77,168,132,63,1.41,Cardio,9.7,3.2,7,3,18.2,7.0,0.6571428571,4.6,370.4,Athletic / Very Fit,Underweight,9.87
56,Male,89.7,1.72,169,140,72,1.36,Strength,11.2,4.4,7,3,30.5,6.0,0.7010309278,4.206185567,513.1,Athletic / Very Fit,Obesity,9.520000000000001
49,Male,70.2,1.71,173,143,55,1.54,Mixed,11.2,5.2,7,3,24.0,8.0,0.7457627119,5.966101695,645.0,Athletic / Very Fit,Normal,10.780000000000001
35,Female,47.1,1.62,191,147,65,0.82,Cardio,20.4,2.7,4,1,18.0,7.0,0.6507936508,4.555555556,175.9,Average,Underweight,3.28
34,Female,66.7,1.52,190,171,65,0.46,HIIT,22.9,2.7,3,1,28.7,9.5,0.848,8.056,247.2,Average,Overweight,1.3800000000000001
51,Male,76.9,1.63,176,159,61,1.37,HIIT,17.1,3.4,5,2,28.9,9.5,0.852173913,8.095652174,852.9,Fit,Overweight,6.8500000000000005
56,Male,84.4,1.71,167,154,82,0.56,HIIT,26.4,2.5,2,0,28.9,9.5,0.8470588235,8.047058824,380.3,High,Overweight,1.12
24,Male,59.7,1.64,190,158,62,0.57,Mixed,23.9,3.9,3,0,22.3,8.0,0.75,6.0,204.2,Average,Normal,1.71
59,Male,67.0,1.71,153,142,77,0.29,HIIT,26.7,2.6,3,0,22.9,9.5,0.8552631579,8.125,157.9,High,Normal,0.8699999999999999
52,Male,67.4,1.66,171,143,57,1.05,Mixed,19.0,4.4,5,2,24.6,8.0,0.7543859649,6.035087719,427.1,Fit,Normal,5.25
47,Male,87.9,1.72,176,146,75,0.8,Strength,26.7,3.7,3,0,29.6,6.0,0.702970297,4.217821782,296.6,High,Overweight,2.4000000000000004
29,Male,54.5,1.58,188,133,66,1.21,Yoga,15.1,3.8,5,2,21.8,3.0,0.5491803279,1.647540984,108.6,Fit,Normal,6.05
52,Male,60.6,1.7,169,144,70,1.17,Mixed,14.1,4.1,6,2,21.0,8.0,0.7474747475,5.97979798,424.0,Athletic / Very Fit,Normal,7.02
28,Male,69.9,1.62,190,172,74,0.57,HIIT,26.6,2.8,3,0,26.8,9.5,0.8448275862,8.025862069,319.8,High,Overweight,1.71
21,Female,67.2,1.53,197,178,74,0.45,HIIT,26.6,3.2,3,0,28.8,9.5,0.8455284553,8.032520325,242.9,High,Overweight,1.35
42,Male,65.8,1.66,171,144,65,0.67,Mixed,24.2,3.5,2,0,23.8,8.0,0.7452830189,5.962264151,262.9,Average,Normal,1.34
49,Female,89.7,1.83,171,140,81,0.8,Cardio,28.9,3.0,3,1,26.7,7.0,0.6555555556,4.588888889,329.3,High,Overweight,2.4000000000000004
37,Female,57.5,1.53,180,164,72,0.77,HIIT,21.5,3.5,5,1,24.4,9.5,0.8518518519,8.092592593,358.3,Average,Normal,3.85
48,Male,65.8,1.69,174,138,72,1.17,Cardio,22.6,3.4,4,1,23.0,7.0,0.6470588235,4.529411765,348.7,Average,Normal,4.68
21,Male,64.0,1.76,190,147,65,1.21,Cardio,10.6,2.9,7,3,20.7,7.0,0.656,4.592,355.6,Athletic / Very Fit,Normal,8.469999999999999
55,Female,70.0,1.9,168,126,75,0.62,Yoga,23.0,3.8,2,0,19.4,3.0,0.5483870968,1.64516129,71.4,Average,Normal,1.24
18,Female,57.3,1.63,199,140,67,1.04,Yoga,19.7,4.6,4,2,21.5,3.0,0.553030303,1.659090909,98.9,Fit,Normal,4.16
20,Male,52.5,1.62,195,140,74,0.8,Yoga,17.3,3.5,5,1,20.1,3.0,0.5454545455,1.636363636,68.7,Fit,Normal,4.0
54,Female,61.4,1.56,164,132,58,0.72,Strength,20.9,3.7,5,2,25.1,6.0,0.6981132075,4.188679245,185.2,Average,Overweight,3.5999999999999996
39,Male,92.9,1.79,173,149,78,0.65,Mixed,25.5,4.2,2,0,28.9,8.0,0.7473684211,5.978947368,361.0,High,Overweight,1.3
34,Male,63.0,1.59,185,148,80,0.97,Cardio,23.5,3.1,3,1,24.8,7.0,0.6476190476,4.533333333,277.0,Average,Normal,2.91
31,Female,54.8,1.64,190,174,84,0.25,HIIT,33.9,3.2,2,0,20.3,9.5,0.8490566038,8.066037736,110.5,Very High,Normal,0.5
58,Male,61.3,1.5,162,138,83,0.59,Strength,28.6,3.2,2,0,27.4,6.0,0.6962025316,4.17721519,151.1,High,Overweight,1.18
52,Female,78.8,1.77,170,129,80,1.05,Yoga,20.4,4.2,5,1,25.2,3.0,0.5444444444,1.633333333,135.1,Average,Overweight,5.25
30,Male,83.8,1.8,187,156,64,0.91,Mixed,22.2,3.7,3,1,26.0,8.0,0.7479674797,5.983739837,456.3,Average,Overweight,2.73
52,Male,68.3,1.76,172,142,72,0.64,Strength,20.7,3.7,3,0,21.9,6.0,0.7,4.2,183.6,Average,Normal,1.92
19,Female,65.9,1.52,202,181,60,1.02,HIIT,11.3,4.0,4,2,28.5,9.5,0.8521126761,8.095070423,544.1,Athletic / Very Fit,Overweight,4.08
30,Female,86.4,1.74,194,159,77,1.51,Strength,18.1,3.8,7,3,28.5,6.0,0.7008547009,4.205128205,548.6,Fit,Overweight,10.57
33,Male,53.2,1.51,195,152,71,1.13,Cardio,22.7,3.6,4,1,23.3,7.0,0.6532258065,4.572580645,274.9,Average,Normal,4.52
35,Male,76.4,1.69,177,128,68,0.35,Yoga,25.9,3.5,3,0,26.9,3.0,0.5504587156,1.651376147,44.2,High,Overweight,1.0499999999999998
24,Female,82.1,1.7,194,154,59,0.89,Strength,19.5,3.6,7,2,28.4,6.0,0.7037037037,4.222222222,308.5,Fit,Overweight,6.23
53,Male,64.8,1.71,163,133,76,0.49,Cardio,22.8,2.2,2,0,22.1,7.0,0.6551724138,4.586206897,145.6,Average,Normal,0.98
58,Female,71.1,1.73,173,138,58,0.94,Strength,22.0,3.8,7,2,23.7,6.0,0.6956521739,4.173913043,279.0,Average,Normal,6.58
47,Female,68.6,1.68,176,161,79,0.92,HIIT,15.8,3.0,3,1,24.3,9.5,0.8453608247,8.030927835,506.8,Fit,Normal,2.7600000000000002
59,Female,43.2,1.48,162,125,79,0.64,Yoga,25.3,3.4,2,0,19.6,3.0,0.5542168675,1.662650602,46.0,High,Normal,1.28
58,Male,77.4,1.73,168,127,77,0.52,Yoga,24.4,3.6,2,0,25.8,3.0,0.5494505495,1.648351648,66.3,Average,Overweight,1.04
24,Female,80.2,1.69,196,157,65,1.18,Strength,24.7,4.1,3,1,28.1,6.0,0.7022900763,4.213740458,398.8,Average,Overweight,3.54
32,Male,59.2,1.59,190,157,58,1.03,Mixed,17.7,4.5,4,2,23.4,8.0,0.75,6.0,365.9,Fit,Normal,4.12
57,Female,58.8,1.52,161,148,77,0.68,HIIT,21.6,3.1,2,0,25.4,9.5,0.8452380952,8.029761905,321.1,Average,Overweight,1.36
36,Male,99.5,1.83,177,162,76,0.33,HIIT,28.4,3.1,3,0,29.6,9.5,0.8514851485,8.089108911,265.6,High,Overweight,0.99
54,Male,72.8,1.8,170,155,69,0.82,HIIT,33.2,3.4,2,0,22.4,9.5,0.8514851485,8.089108911,482.9,Very High,Normal,1.64
19,Female,78.0,1.75,196,165,70,0.76,Mixed,22.4,4.3,4,1,25.4,8.0,0.753968254,6.031746032,357.6,Average,Overweight,3.04
59,Female,56.5,1.61,165,141,70,0.35,Mixed,21.0,3.5,4,1,21.7,8.0,0.7473684211,5.978947368,118.2,Average,Normal,1.4
30,Female,45.4,1.45,195,176,64,1.22,HIIT,20.5,3.6,7,3,21.6,9.5,0.8549618321,8.122137405,449.9,Average,Normal,8.54
57,Male,78.3,1.76,152,117,76,0.68,Yoga,19.5,3.5,4,2,25.4,3.0,0.5394736842,1.618421053,86.2,Fit,Overweight,2.72
58,Male,73.6,1.72,167,128,55,1.03,Cardio,16.1,3.2,4,2,25.0,7.0,0.6517857143,4.5625,345.9,Fit,Overweight,4.12
48,Male,70.7,1.64,173,145,79,0.73,Strength,27.8,3.5,2,0,26.2,6.0,0.7021276596,4.212765957,217.4,High,Overweight,1.46
33,Female,78.1,1.79,182,149,72,0.25,Strength,23.2,2.6,2,0,24.3,6.0,0.7,4.2,82.0,Average,Normal,0.5
59,Female,80.5,1.76,152,132,72,0.63,Mixed,24.8,4.3,5,1,25.9,8.0,0.75,6.0,304.3,Average,Overweight,3.15
23,Female,88.4,1.7,197,178,76,0.71,HIIT,30.3,3.1,3,0,30.7,9.5,0.8429752066,8.008264463,502.6,Very High,Obesity,2.13
45,Female,80.0,1.68,174,157,63,1.15,HIIT,11.8,3.8,5,3,28.2,9.5,0.8468468468,8.045045045,740.1,Athletic / Very Fit,Overweight,5.75
49,Female,72.0,1.69,176,124,59,1.03,Yoga,15.9,4.0,5,2,25.4,3.0,0.5555555556,1.666666667,123.6,Fit,Overweight,5.15
27,Male,79.5,1.75,193,159,80,1.2,Strength,19.7,3.9,3,0,26.0,6.0,0.6991150442,4.194690265,400.2,Fit,Overweight,3.5999999999999996
35,Female,58.0,1.59,180,162,65,0.81,HIIT,24.4,3.7,4,2,22.8,9.5,0.8434782609,8.013043478,376.5,Average,Normal,3.24
21,Male,69.3,1.72,191,158,82,0.25,Strength,27.9,2.5,3,0,23.4,6.0,0.6972477064,4.183486239,72.5,High,Normal,0.75
26,Female,65.5,1.59,195,161,83,0.51,Strength,31.0,3.2,2,0,26.0,6.0,0.6964285714,4.178571429,139.6,Very High,Overweight,1.02
24,Female,80.1,1.81,196,178,76,0.25,HIIT,31.6,2.0,3,0,24.4,9.5,0.85,8.075,161.7,Very High,Normal,0.75
25,Female,81.6,1.73,202,164,75,0.78,Strength,19.9,3.8,4,1,27.2,6.0,0.7007874016,4.204724409,267.6,Fit,Overweight,3.12
24,Female,75.5,1.61,194,156,70,0.88,Strength,22.6,3.7,4,2,29.1,6.0,0.6935483871,4.161290323,276.5,Average,Overweight,3.52
58,Female,67.2,1.69,164,127,82,0.4,Yoga,29.8,3.2,3,0,23.6,3.0,0.5487804878,1.646341463,44.3,High,Normal,1.2000000000000002
57,Male,45.8,1.59,162,140,71,1.32,Mixed,14.7,4.5,7,2,18.0,8.0,0.7582417582,6.065934066,366.7,Athletic / Very Fit,Underweight,9.24
20,Female,107.7,1.83,186,157,69,0.42,Mixed,33.2,3.1,2,0,32.1,8.0,0.7521367521,6.017094017,272.2,Very High,Obesity,0.84
34,Male,72.6,1.84,190,132,61,0.82,Yoga,15.8,3.6,6,3,21.4,3.0,0.5503875969,1.651162791,98.3,Fit,Normal,4.92
19,Male,75.9,1.75,199,177,55,1.29,HIIT,12.5,3.8,5,3,24.8,9.5,0.8472222222,8.048611111,788.0,Athletic / Very Fit,Normal,6.45
32,Male,90.7,1.84,191,153,62,0.97,Strength,12.8,3.6,5,2,26.9,6.0,0.7054263566,4.23255814,372.4,Athletic / Very Fit,Overweight,4.85
46,Male,85.2,1.7,175,159,68,0.65,HIIT,12.5,2.6,5,1,29.6,9.5,0.8504672897,8.079439252,447.4,Athletic / Very Fit,Overweight,3.25
39,Female,96.3,1.76,176,142,78,0.68,Cardio,24.6,2.2,3,0,31.2,7.0,0.6530612245,4.571428571,299.4,Average,Obesity,2.04
21,Female,73.2,1.8,198,161,74,0.7,Strength,26.5,3.1,2,0,22.5,6.0,0.7016129032,4.209677419,215.7,High,Normal,1.4
23,Female,81.1,1.68,197,152,69,0.48,Cardio,23.8,2.5,3,1,28.8,7.0,0.6484375,4.5390625,176.7,Average,Overweight,1.44
55,Female,70.6,1.69,166,125,75,1.25,Yoga,27.0,4.7,5,1,24.8,3.0,0.5494505495,1.648351648,145.5,High,Normal,6.25
43,Female,110.0,1.77,180,141,69,1.24,Cardio,16.5,3.9,5,2,35.0,7.0,0.6486486486,4.540540541,619.3,Fit,Obesity,6.2
28,Male,86.4,1.74,192,163,76,0.75,Mixed,20.9,4.2,3,0,28.4,8.0,0.75,6.0,388.8,Average,Overweight,2.25
43,Female,60.0,1.6,186,152,74,0.94,Strength,24.5,4.1,4,1,23.3,6.0,0.6964285714,4.178571429,235.7,Average,Normal,3.76
34,Female,44.5,1.46,190,154,68,1.2,Strength,23.3,4.2,5,2,20.8,6.0,0.7049180328,4.229508197,225.9,Average,Normal,6.0
41,Male,49.7,1.66,184,139,85,0.56,Yoga,21.4,3.9,3,0,18.0,3.0,0.5454545455,1.636363636,45.5,Average,Underweight,1.6800000000000002
45,Female,57.7,1.47,179,145,64,0.99,Strength,20.5,3.7,5,2,26.7,6.0,0.7043478261,4.226086957,241.4,Average,Overweight,4.95
52,Female,70.1,1.58,168,122,66,0.57,Yoga,27.5,3.4,4,1,28.0,3.0,0.5490196078,1.647058824,65.8,High,Overweight,2.28
48,Male,68.4,1.59,176,146,76,0.59,Strength,18.6,3.3,2,0,27.0,6.0,0.7,4.2,169.5,Fit,Overweight,1.18
30,Female,47.4,1.62,196,152,70,0.25,Cardio,29.0,2.1,3,0,18.0,7.0,0.6507936508,4.555555556,54.0,High,Underweight,0.75
52,Male,58.9,1.76,169,140,73,0.25,Strength,20.7,2.9,2,0,19.0,6.0,0.6979166667,4.1875,61.7,Average,Normal,0.5
33,Male,82.5,1.78,192,141,77,0.74,Yoga,25.0,3.9,2,0,25.9,3.0,0.5565217391,1.669565217,101.9,High,Overweight,1.48
32,Female,93.3,1.73,181,142,67,0.8,Cardio,19.1,3.4,3,1,31.1,7.0,0.6578947368,4.605263158,343.7,Fit,Obesity,2.4000000000000004
35,Male,72.3,1.74,190,131,59,1.12,Yoga,8.0,4.4,7,3,23.8,3.0,0.5496183206,1.648854962,133.5,Athletic / Very Fit,Normal,7.840000000000001
54,Female,86.4,1.75,162,136,59,1.22,Mixed,14.3,4.9,7,3,28.4,8.0,0.7475728155,5.980582524,630.4,Athletic / Very Fit,Overweight,8.54
58,Female,41.8,1.45,155,127,73,0.78,Cardio,34.1,2.8,2,0,19.9,7.0,0.6585365854,4.609756098,150.3,Very High,Normal,1.56
44,Female,70.2,1.68,175,145,55,1.42,Mixed,13.7,5.1,7,3,24.8,8.0,0.75,6.0,598.1,Athletic / Very Fit,Normal,9.94
52,Male,51.6,1.5,169,122,65,1.09,Yoga,9.6,3.9,5,3,22.9,3.0,0.5480769231,1.644230769,92.5,Athletic / Very Fit,Normal,5.45
52,Male,86.1,1.73,170,148,82,0.85,Mixed,18.5,4.0,2,0,28.8,8.0,0.75,6.0,439.1,Fit,Overweight,1.7
45,Male,47.2,1.47,181,146,65,1.25,Strength,17.8,4.0,5,3,21.8,6.0,0.6982758621,4.189655172,247.2,Fit,Normal,6.25
56,Male,84.8,1.66,161,127,65,1.32,Cardio,14.7,3.7,6,3,30.7,7.0,0.6458333333,4.520833333,506.0,Athletic / Very Fit,Obesity,7.92
55,Male,68.5,1.73,173,135,63,1.1,Cardio,13.0,2.7,6,2,22.8,7.0,0.6545454545,4.581818182,345.2,Athletic / Very Fit,Normal,6.6000000000000005
26,Male,48.5,1.57,202,169,71,0.63,Mixed,18.8,4.3,4,1,19.7,8.0,0.7480916031,5.984732824,182.9,Fit,Normal,2.52
29,Male,62.6,1.78,192,161,66,0.42,Mixed,14.5,3.6,4,1,19.9,8.0,0.753968254,6.031746032,158.6,Athletic / Very Fit,Normal,1.68
32,Male,64.4,1.73,184,144,69,0.52,Cardio,27.2,3.0,3,1,21.5,7.0,0.652173913,4.565217391,152.9,High,Normal,1.56
38,Male,75.2,1.72,194,134,60,1.24,Yoga,12.9,4.7,7,3,25.5,3.0,0.552238806,1.656716418,154.5,Athletic / Very Fit,Overweight,8.68
52,Male,66.0,1.75,177,149,68,0.49,Mixed,24.2,3.6,2,0,21.6,8.0,0.7431192661,5.944954128,192.3,Average,Normal,0.98
59,Male,56.0,1.64,162,137,61,1.36,Mixed,17.8,5.4,7,3,20.7,8.0,0.7524752475,6.01980198,458.5,Fit,Normal,9.520000000000001
50,Female,79.2,1.7,163,122,72,0.25,Yoga,29.8,3.4,3,0,27.6,3.0,0.5494505495,1.648351648,32.6,High,Overweight,0.75
36,Male,50.9,1.68,187,137,76,0.54,Yoga,27.5,3.6,3,0,18.0,3.0,0.5495495495,1.648648649,45.3,High,Underweight,1.62
40,Female,62.8,1.68,177,136,59,1.37,Cardio,15.0,3.7,6,3,22.3,7.0,0.6525423729,4.56779661,393.0,Fit,Normal,8.22
30,Female,48.5,1.61,194,161,62,1.25,Mixed,16.2,4.6,7,3,18.7,8.0,0.75,6.0,363.8,Fit,Normal,8.75
18,Female,49.7,1.56,203,158,73,0.52,Cardio,24.7,2.4,4,1,20.5,7.0,0.6538461538,4.576923077,118.3,Average,Normal,2.08
46,Female,67.7,1.65,166,149,55,1.2,HIIT,15.3,3.7,5,3,25.0,9.5,0.8468468468,8.045045045,653.6,Fit,Overweight,6.0
41,Male,62.4,1.64,173,133,58,1.22,Cardio,19.7,3.6,7,3,23.2,7.0,0.652173913,4.565217391,347.5,Fit,Normal,8.54
33,Female,58.9,1.61,183,139,57,1.12,Cardio,17.9,3.0,7,3,22.8,7.0,0.6507936508,4.555555556,300.5,Fit,Normal,7.840000000000001
42,Female,89.6,1.77,186,137,76,0.8,Yoga,32.0,4.1,5,1,28.8,3.0,0.5545454545,1.663636364,119.2,Very High,Overweight,4.0
40,Female,58.5,1.56,177,139,68,1.22,Cardio,21.5,3.3,6,3,23.9,7.0,0.6513761468,4.559633028,325.4,Average,Normal,7.32
45,Male,86.3,1.66,164,134,65,0.99,Strength,9.9,3.8,6,2,31.2,6.0,0.696969697,4.181818182,357.3,Athletic / Very Fit,Obesity,5.9399999999999995
33,Female,86.7,1.8,186,143,62,1.05,Cardio,10.9,3.0,5,3,26.8,7.0,0.6532258065,4.572580645,416.3,Athletic / Very Fit,Overweight,5.25
55,Female,63.1,1.77,164,120,68,0.58,Yoga,26.2,3.5,2,0,20.1,3.0,0.5416666667,1.625,59.5,High,Normal,1.16
28,Male,103.0,1.8,200,181,72,0.89,HIIT,20.3,3.5,5,1,31.7,9.5,0.8515625,8.08984375,741.6,Average,Obesity,4.45
20,Male,66.0,1.62,205,139,59,1.27,Yoga,16.1,4.7,7,3,25.1,3.0,0.5479452055,1.643835616,137.8,Fit,Overweight,8.89
32,Male,97.4,1.76,181,134,77,0.59,Yoga,19.2,3.1,3,1,31.5,3.0,0.5480769231,1.644230769,94.5,Fit,Obesity,1.77
18,Male,56.8,1.57,204,162,64,1.21,Strength,14.1,3.6,7,2,22.9,6.0,0.7,4.2,288.7,Athletic / Very Fit,Normal,8.469999999999999
24,Male,68.5,1.65,200,178,56,1.41,HIIT,16.2,3.5,6,3,25.1,9.5,0.8472222222,8.048611111,777.4,Fit,Overweight,8.459999999999999
18,Male,71.1,1.66,201,158,58,0.7,Strength,19.7,3.9,6,2,25.7,6.0,0.6993006993,4.195804196,208.8,Fit,Overweight,4.199999999999999
49,Male,61.4,1.62,172,157,76,0.8,HIIT,32.0,3.9,3,0,23.3,9.5,0.84375,8.015625,393.7,Very High,Normal,2.4000000000000004
26,Male,78.6,1.64,200,161,72,0.77,Strength,26.2,3.6,3,0,29.1,6.0,0.6953125,4.171875,252.5,High,Overweight,2.31
46,Male,84.4,1.63,175,142,81,0.67,Cardio,26.8,2.9,2,0,31.7,7.0,0.6489361702,4.542553191,256.9,High,Obesity,1.34
43,Female,45.0,1.58,180,164,68,1.18,HIIT,23.8,3.5,5,2,18.0,9.5,0.8571428571,8.142857143,432.4,Average,Underweight,5.8999999999999995
40,Male,85.0,1.77,187,148,74,0.35,Cardio,28.4,2.3,2,0,27.3,7.0,0.6548672566,4.584070796,136.4,High,Overweight,0.7
46,Female,56.4,1.66,172,144,78,1.06,Strength,36.5,4.0,3,0,20.4,6.0,0.7021276596,4.212765957,251.9,Very High,Normal,3.18
55,Female,52.0,1.7,169,148,84,0.54,Mixed,22.9,4.1,2,0,18.0,8.0,0.7529411765,6.023529412,169.1,Average,Underweight,1.08
50,Male,75.0,1.7,168,128,55,1.37,Cardio,21.8,3.7,7,3,26.1,7.0,0.6460176991,4.522123894,464.6,Average,Overweight,9.59
24,Male,74.1,1.69,201,169,72,0.76,Mixed,19.1,3.3,3,0,26.1,8.0,0.7519379845,6.015503876,338.8,Fit,Overweight,2.2800000000000002
29,Male,76.3,1.69,188,162,85,0.5,Mixed,28.8,4.2,3,0,26.7,8.0,0.7475728155,5.980582524,228.2,High,Overweight,1.5
48,Male,69.3,1.65,174,126,66,0.97,Yoga,18.9,4.0,5,1,25.5,3.0,0.5555555556,1.666666667,112.0,Fit,Overweight,4.85
49,Female,91.3,1.82,170,156,78,0.55,HIIT,24.8,3.0,2,0,27.5,9.5,0.847826087,8.054347826,404.4,Average,Overweight,1.1
37,Female,66.6,1.76,186,154,81,0.7,Strength,23.4,3.4,2,0,21.6,6.0,0.6952380952,4.171428571,194.5,Average,Normal,1.4
34,Male,70.9,1.68,182,155,75,0.64,Mixed,28.8,3.6,3,0,25.1,8.0,0.7476635514,5.981308411,271.4,High,Overweight,1.92
53,Female,71.6,1.64,166,133,73,0.75,Cardio,23.4,2.8,5,1,26.8,7.0,0.6451612903,4.516129032,242.5,Average,Overweight,3.75
20,Male,81.8,1.67,200,156,74,0.55,Cardio,22.0,2.6,3,0,29.4,7.0,0.6507936508,4.555555556,205.0,Average,Overweight,1.6500000000000001
18,Female,71.7,1.72,197,139,69,1.43,Yoga,17.7,4.0,5,3,24.2,3.0,0.546875,1.640625,168.2,Fit,Normal,7.1499999999999995
44,Female,77.5,1.83,173,128,73,0.64,Yoga,33.3,3.6,3,0,23.1,3.0,0.55,1.65,81.8,Very High,Normal,1.92
57,Male,56.6,1.54,155,125,55,1.17,Strength,9.4,3.7,7,3,23.8,6.0,0.7,4.2,278.1,Athletic / Very Fit,Normal,8.19
50,Male,58.6,1.75,172,141,69,1.37,Strength,15.8,3.9,7,2,19.2,6.0,0.6990291262,4.194174757,336.7,Fit,Normal,9.59
37,Female,87.0,1.79,187,146,69,0.86,Cardio,20.7,2.4,7,2,27.1,7.0,0.6525423729,4.56779661,341.8,Average,Overweight,6.02
31,Male,42.6,1.53,182,155,76,0.93,Mixed,21.0,4.1,2,0,18.2,8.0,0.7452830189,5.962264151,236.2,Average,Underweight,1.86
53,Female,70.6,1.66,161,128,65,1.0,Cardio,19.1,3.1,7,2,25.6,7.0,0.65625,4.59375,324.3,Fit,Overweight,7.0
22,Male,60.3,1.57,193,161,63,1.12,Mixed,18.3,4.5,5,2,24.3,8.0,0.7538461538,6.030769231,407.3,Fit,Normal,5.6000000000000005
40,Male,53.4,1.72,174,136,66,0.73,Cardio,20.8,2.5,5,1,18.0,7.0,0.6481481481,4.537037037,176.9,Average,Underweight,3.65
32,Male,48.7,1.64,190,153,67,0.61,Strength,24.4,2.9,3,1,18.0,6.0,0.6991869919,4.195121951,124.6,Average,Underweight,1.83
